DATE CASE;TYPE;PRODUCT CATEGORY;PRODUCT;HAZARD;ORIGIN COUNTRY;RISK DECISION
17/10/2019;food;soups, broths, sauces and condiments;vegetable broth powder;glass fragments;germany;serious
10/10/2019;food;prepared dishes and snacks;salmon and spinach linguine;glass fragments;belgium;serious
26/08/2019;food;fruits and vegetables;canned vegetables;glass fragments;france;serious
23/08/2019;food;soups, broths, sauces and condiments;pasta sauce in glass jars;glass fragments;italy;serious
21/08/2019;food;cocoa and cocoa preparations, coffee and tea;instant coffee in glass jars;glass fragments;netherlands;serious
21/08/2019;food;fruits and vegetables;organic fruit jam in glass jars;glass fragments;belgium;serious
20/08/2019;food;soups, broths, sauces and condiments;tomato sauce;glass fragments;italy;serious
13/08/2019;food;soups, broths, sauces and condiments;garlic and chilli in oil in glass jars;glass fragments;italy;serious
09/08/2019;food;other food product / mixed;garlic and chilli in oil in glass jars;glass fragments;italy;serious
01/08/2019;food;fruits and vegetables;cherries in syrup in glass jars;glass fragments;netherlands;serious
01/08/2019;food;cereals and bakery products;frozen lime cheesecakes;glass fragments;belgium;serious
31/07/2019;food;soups, broths, sauces and condiments;tomato sauce;glass fragments;italy;serious
30/07/2019;food;ices and desserts;organic chocolate pudding and red fruit jelly;glass fragments;germany;serious
29/07/2019;food;cereals and bakery products;ravioli;glass fragments;croatia;serious
04/07/2019;food;nuts, nut products and seeds;sesame seeds;glass fragments;nigeria;serious
27/05/2019;food;fruits and vegetables;pickled peppers in glass jars;glass fragments;turkey;serious
23/05/2019;food;fruits and vegetables;sliced beetroot;glass fragments;united kingdom;serious
11/04/2019;food;other food product / mixed;frozen tortelloni;glass fragments;liechtenstein;serious
08/04/2019;food;meat and meat products (other than poultry);organic corned beef;glass fragments;germany;serious
05/04/2019;food;poultry meat and poultry meat products;chilled breaded and cooked chicken schnitzels;glass fragments;germany;serious
02/04/2019;food;fruits and vegetables;glass jars containing sliced mushroom;glass fragments;poland;serious
14/03/2019;food;poultry meat and poultry meat products;chilled chicken breast fillets;glass fragments;netherlands;serious
13/03/2019;food;fruits and vegetables;frozen blackberries;glass fragments;serbia;serious
11/03/2019;food;soups, broths, sauces and condiments;tandoori marinade paste;glass fragments;united kingdom;serious
11/02/2019;food;non-alcoholic beverages;fruit juice in glass bottles;glass fragments;italy;serious
05/02/2019;food;prepared dishes and snacks;frozen rösti;glass fragments;belgium;serious
09/01/2019;food;soups, broths, sauces and condiments;liquid beef stock;glass fragments;germany;serious
21/11/2018;food;poultry meat and poultry meat products;chilled chicken mustard spread containing capers;glass fragments;belgium,spain;serious
06/11/2018;food;non-alcoholic beverages;fruit mix drink;glass fragments;poland;serious
15/10/2018;feed;feed materials;dog food;glass fragments;germany;serious
12/10/2018;food;milk and milk products;yogurt with pear and pistachios;glass fragments;france;serious
20/09/2018;food;other food product / mixed;frozen mashed potatoes;glass fragments;belgium;serious
29/08/2018;food;fish and fish products;glass jars containing herring in onion sauce;glass fragments;denmark;serious
29/08/2018;food;soups, broths, sauces and condiments;cup noodles;glass fragments;hungary,netherlands;serious
21/08/2018;food;ices and desserts;vanilla ice cream;glass fragments;hungary;serious
20/08/2018;food;prepared dishes and snacks;chilled pulled pork;glass fragments;poland;serious
17/08/2018;food;food additives and flavourings;granular sea salt;glass fragments;israel;serious
03/08/2018;food;nuts, nut products and seeds;pumpkin seeds;glass fragments;germany,poland;serious
03/08/2018;food;prepared dishes and snacks;lasagne;glass fragments;belgium;serious
28/06/2018;food;soups, broths, sauces and condiments;soy sauce;glass fragments;malaysia;serious
28/06/2018;food;soups, broths, sauces and condiments;fish,soy and teriyaki sauces;glass fragments;malaysia;serious
07/06/2018;food;meat and meat products (other than poultry);chilli con carne in jars;glass fragments;france;serious
25/05/2018;food;confectionery;organic apricot jam;glass fragments;france;serious
30/04/2018;food;honey and royal jelly;honey;glass fragments;france;serious
13/04/2018;food;prepared dishes and snacks;fish soup in glass jar;glass fragments;france;serious
06/04/2018;food;dietetic foods, food supplements, fortified foods;infant milk;glass fragments;austria,germany;serious
05/04/2018;food;alcoholic beverages;bottled beer;glass fragments;belgium;serious
28/03/2018;food;fruits and vegetables;glass jars containing peach melba;glass fragments;germany;serious
21/03/2018;food;prepared dishes and snacks;risotto;glass fragments;india,italy,spain;serious
20/03/2018;food;cereals and bakery products;sweet berry muesli;glass fragments;belgium;serious
15/03/2018;food;nuts, nut products and seeds;broken sunflower seeds;glass fragments;moldova;serious
01/03/2018;food;bivalve molluscs and products thereof;marinated mussels;glass fragments;netherlands;serious
23/02/2018;food;cereals and bakery products;rusks;glass fragments;spain;serious
31/01/2018;feed;feed materials;cut nettle herb;glass fragments;bulgaria;serious
30/01/2018;food;other food product / mixed;pickled sliced ginger in glass jars;glass fragments;china;serious
30/11/2017;food;milk and milk products;yoghurt in glass jar;glass fragments;germany;serious
29/11/2017;food;prepared dishes and snacks;chilled fondue mix;glass fragments;switzerland;serious
20/11/2017;food;fruits and vegetables;beans in glass jars;glass fragments;belgium;serious
13/10/2017;food;cereals and bakery products;spaghetti;glass fragments;italy;serious
06/10/2017;food;confectionery;organic fruit bar;glass fragments;germany;serious
02/10/2017;food;milk and milk products;cheese cubes in oil;glass fragments;germany;serious
29/09/2017;food;herbs and spices;vanilla powder;glass fragments;south africa;serious
12/09/2017;food;cereals and bakery products;organic vegan rice nougat crisps;glass fragments;germany;serious
31/08/2017;food;soups, broths, sauces and condiments;organic pesto;glass fragments;italy;serious
02/08/2017;food;confectionery;fig jam;glass fragments;italy;serious
24/07/2017;food;confectionery;raspberry jam in glass jars;glass fragments;poland;serious
19/07/2017;food;soups, broths, sauces and condiments;tartar sauce in glass jar;glass fragments;poland;serious
18/07/2017;food;fruits and vegetables;pomegranate seeds;glass fragments;netherlands;serious
18/07/2017;food;soups, broths, sauces and condiments;pasta sauce in glass jars;glass fragments;italy;serious
14/07/2017;food;other food product / mixed;organic vegetarian products;glass fragments;belgium,netherlands;serious
03/07/2017;food;fish and fish products;salmon salad;glass fragments;netherlands;serious
26/05/2017;food;nuts, nut products and seeds;dried germinated seeds;glass fragments;spain;serious
24/05/2017;food;non-alcoholic beverages;soft drinks;glass fragments;switzerland;serious
15/05/2017;food;fruits and vegetables;gherkins with fine herbs;glass fragments;turkey;serious
10/05/2017;food;prepared dishes and snacks;pork steak in forest mushroom sauce with red cabbage and spaetzle;glass fragments;czech republic;serious
14/04/2017;food;cocoa and cocoa preparations, coffee and tea;organic milk and hazelnut chocolate paste;glass fragments;netherlands;serious
05/04/2017;food;cereals and bakery products;muesli;glass fragments;denmark;serious
22/03/2017;food;other food product / mixed;glass jar containing mushrooms in chilli oil;glass fragments;china;serious
08/03/2017;food;fruits and vegetables;peas in brine;glass fragments;netherlands;serious
27/02/2017;food;other food product / mixed;stevia sweetener in glass jar;glass fragments;germany;serious
17/01/2017;food;fruits and vegetables;jar containing sour cherries;glass fragments;germany;serious
19/12/2016;food;milk and milk products;cheese;glass fragments;switzerland;serious
07/12/2016;food;prepared dishes and snacks;jar containing black olives tapenade;glass fragments;france;serious
02/12/2016;food;fruits and vegetables;olives in glass jars;glass fragments;spain;serious
21/11/2016;food;prepared dishes and snacks;frozen vegetarian cutlet;glass fragments;switzerland,united kingdom;serious
28/10/2016;food;fruits and vegetables;jar containing tomato sauce;glass fragments;italy;serious
27/10/2016;food;meat and meat products (other than poultry);jar containing corsican figatelli pate;glass fragments;france;serious
13/10/2016;food;fruits and vegetables;jar containing mixed pickles;glass fragments;turkey;serious
13/10/2016;food;poultry meat and poultry meat products;chicken livers;glass fragments;czech republic;serious
22/09/2016;food;soups, broths, sauces and condiments;ajvar (red pepper relish);glass fragments;turkey;serious
20/09/2016;food;other food product / mixed;jar containing vegetables in oil (antipasto);glass fragments;italy;serious
16/08/2016;food;fruits and vegetables;dried tomatoes in glass jar;glass fragments;italy;serious
25/07/2016;food;prepared dishes and snacks;chilled mushroom ravioli;glass fragments;italy;serious
11/07/2016;food;alcoholic beverages;green islands stout;glass fragments;faeroe islands;serious
08/06/2016;food;fruits and vegetables;sliced black olives;glass fragments;spain;serious
12/05/2016;food;fruits and vegetables;jars with pitted olives;glass fragments;spain;serious
06/05/2016;food;soups, broths, sauces and condiments;taco sauce;glass fragments;belgium;serious
29/04/2016;food;cereals and bakery products;frozen baguette with garlic butter filling;glass fragments;germany;serious
21/04/2016;food;other food product / mixed;mandarine and orange fruit spread;glass fragments;denmark;serious
14/04/2016;food;alcoholic beverages;white rum;glass fragments;united kingdom;serious
08/04/2016;food;fruits and vegetables;jars with black olives;glass fragments;spain;serious
24/03/2016;food;confectionery;organic fig jam;glass fragments;belgium;serious
04/02/2016;food;fruits and vegetables;sweetened pitted sour cherries;glass fragments;hungary;serious
18/01/2016;food;cereals and bakery products;carnaroli rice;glass fragments;italy;serious
09/12/2015;food;soups, broths, sauces and condiments;mint sauce;glass fragments;united kingdom;serious
05/10/2015;food;milk and milk products;ice cream;glass fragments;france;serious
03/09/2015;food;cocoa and cocoa preparations, coffee and tea;instant flavoured coffee in glass jar;glass fragments;netherlands;serious
02/09/2015;food;fruits and vegetables;jar containing pickled capers;glass fragments;germany;serious
28/08/2015;food;fruits and vegetables;capers (capparis spinosa);glass fragments;spain;serious
19/06/2015;food;meat and meat products (other than poultry);chilled raw pork;glass fragments;spain;serious
11/06/2015;food;wine;wine;glass fragments;south africa;serious
09/06/2015;food;wine;red wine;glass fragments;south africa;serious
04/06/2015;food;wine;wine;glass fragments;south africa;serious
01/06/2015;food;wine;white wine in bottle;glass fragments;south africa;serious
15/04/2015;food;prepared dishes and snacks;sundried tomatoes with balsamico vinegar in glass jar;glass fragments;italy;serious
02/04/2015;food;fruits and vegetables;pickled beetroot;glass fragments;poland;serious
12/03/2015;food;cereals and bakery products;organic vegan sausages;glass fragments;germany;serious
03/02/2015;food;fish and fish products;anchovies in sunflower oil in glass jar;glass fragments;albania;serious
28/01/2015;food;fruits and vegetables;canned mushrooms;glass fragments;china;serious
15/01/2015;food;soups, broths, sauces and condiments;dip-sauce;glass fragments;germany;serious
31/12/2014;food;confectionery;fig jam with pine nuts;glass fragments;france;serious
30/12/2014;food;nuts, nut products and seeds;organic nut malt;glass fragments;italy;serious
19/12/2014;food;alcoholic beverages;porto;glass fragments;portugal;serious
02/12/2014;feed;feed materials;echinacea herb;glass fragments;poland;not serious
10/11/2014;food;fruits and vegetables;frozen creamed spinach;glass fragments;netherlands;serious
06/11/2014;food;nuts, nut products and seeds;coconut cream;glass fragments;france;serious
02/10/2014;food;other food product / mixed;potato starch;glass fragments;poland;serious
26/09/2014;food;fruits and vegetables;frozen ratatouille;glass fragments;belgium;serious
15/09/2014;food;other food product / mixed;frozen quorn cordon bleu;glass fragments;netherlands;serious
20/08/2014;food;dietetic foods, food supplements, fortified foods;porridge;glass fragments;united kingdom;serious
20/08/2014;food;fruits and vegetables;cherries in glass jar;glass fragments;germany,hungary;serious
30/07/2014;food;meat and meat products (other than poultry);dry sausages;glass fragments;france;serious
22/07/2014;food;fruits and vegetables;sliced mushrooms in glass jars;glass fragments;hong kong;serious
18/07/2014;food;fruits and vegetables;asparagus;glass fragments;china;serious
06/06/2014;food;fruits and vegetables;sliced bamboo;glass fragments;china;serious
12/05/2014;food;fruits and vegetables;pitted green olives;glass fragments;spain;serious
29/04/2014;food;ices and desserts;ice shakes;glass fragments;germany;serious
25/04/2014;food;fruits and vegetables;canned green beans;glass fragments;france;serious
16/04/2014;food;herbs and spices;pepper corns in glass pepper mill;glass fragments;germany;serious
09/04/2014;food;cereals and bakery products;almond pastry;glass fragments;italy;serious
31/03/2014;food;fruits and vegetables;apple puree;glass fragments;poland;serious
24/02/2014;food;cereals and bakery products;rice;glass fragments;netherlands,spain;serious
20/02/2014;food;nuts, nut products and seeds;ground hazelnuts;glass fragments;germany;serious
17/02/2014;food;cereals and bakery products;muffins from skimmed milk;glass fragments;france;serious
05/02/2014;food;cereals and bakery products;buckwheat bread;glass fragments;germany;serious
02/01/2014;food;ices and desserts;chilled chocolate desserts;glass fragments;belgium;serious
09/12/2013;food;fruits and vegetables;frozen red cabbage with apple;glass fragments;belgium;serious
08/11/2013;food;soups, broths, sauces and condiments;bolognese sauce;glass fragments;italy;serious
06/11/2013;food;soups, broths, sauces and condiments;tomato sauce with fine herbs;glass fragments;italy;serious
19/09/2013;food;fruits and vegetables;white asparagus;glass fragments;china;serious
16/09/2013;food;dietetic foods, food supplements, fortified foods;semolina porridge;glass fragments;croatia;serious
26/08/2013;food;fruits and vegetables;salad with white cabbage and red pepper;glass fragments;poland;serious
09/08/2013;food;ices and desserts;chocolate mousse;glass fragments;france;serious
18/07/2013;food;cereals and bakery products;fruit bar;glass fragments;germany;serious
10/07/2013;food;cereals and bakery products;muesli;glass fragments;germany;serious
27/06/2013;food;fruits and vegetables;strawberries;glass fragments;netherlands;serious
11/06/2013;food;fruits and vegetables;sour cherries in glass jars;glass fragments;hungary,netherlands;serious
27/05/2013;food;other food product / mixed;nut-nougat cream;glass fragments;germany;serious
17/04/2013;food;fruits and vegetables;fine wax beans in glass jars;glass fragments;hungary;not serious
27/03/2013;food;dietetic foods, food supplements, fortified foods;baby drink with blueberries and cranberries;glass fragments;czech republic;serious
22/03/2013;food;dietetic foods, food supplements, fortified foods;pumpkin with potato and fennel baby meal;glass fragments;germany;serious
19/03/2013;food;poultry meat and poultry meat products;chicken pate with porto;glass fragments;france;serious
18/01/2013;food;fruits and vegetables;pitted black olives;glass fragments;spain;serious
07/12/2012;food;other food product / mixed;organic baby food;glass fragments;germany;serious
14/11/2012;food;confectionery;frozen cake;glass fragments;denmark;serious
19/10/2012;food;soups, broths, sauces and condiments;whole cherry tomato & chilli sauce;glass fragments;italy;serious
08/10/2012;food;fish and fish products;mackerel fillet with olive oil;glass fragments;china,spain;serious
07/09/2012;food;alcoholic beverages;beer;glass fragments;france;serious
31/08/2012;food;nuts, nut products and seeds;pumpkin seeds;glass fragments;china,switzerland;serious
16/08/2012;food;fruits and vegetables;sauerkraut;glass fragments;austria;serious
26/07/2012;food;milk and milk products;colostrum;glass fragments;germany;serious
30/12/2022;food;dietetic foods, food supplements, fortified foods;glass, food supplement;glass fragments;austria;serious
13/09/2022;food;prepared dishes and snacks;glass, potato salad;glass fragments;austria;serious
05/08/2022;food;other food product / mixed;glass, bamboo shoots;glass fragments;china;serious
05/08/2022;food;fruits and vegetables;glass, canned corn;glass fragments;hungary;serious
28/06/2022;food;fruits and vegetables;glass, bamboo shoots;glass fragments;china;serious
04/02/2022;food;milk and milk products;glass, fruit yoghurt;glass fragments;austria;serious
25/01/2022;food;other food product / mixed;glass, bars, cereal;glass fragments;poland;serious
06/12/2021;food;crustaceans and products thereof;glass, peeled shrimps;glass fragments;albania;serious
08/10/2021;food;fruits and vegetables;glass, sour cherries;glass fragments;hungary;serious
30/09/2021;food;fruits and vegetables;glass, lettuce;glass fragments;netherlands;serious
05/07/2021;food;prepared dishes and snacks;glass, ravioli;glass fragments;italy;serious
22/06/2021;food;soups, broths, sauces and condiments;glass;glass fragments;unknown origin country;serious
23/04/2021;food;soups, broths, sauces and condiments;glass, sauce;glass fragments;ukraine;serious
21/04/2021;food;fish and products thereof;glass, tomato, sauce, fish;glass fragments;czech republic;serious
30/01/2021;food;fruits and vegetables;glass;glass fragments;france;serious
21/10/2020;food;milk and milk products;glass, fruit;glass fragments;belgium;serious
28/08/2020;food;soups, broths, sauces and condiments;glass, soy sauces;glass fragments;netherlands;serious
21/08/2020;food;alcoholic beverages;glass, beer;glass fragments;germany;serious
14/08/2020;food;fruits and vegetables;glass, olive, green olives;glass fragments;greece;serious
16/06/2020;food;confectionery;glass, blueberry jam;glass fragments;germany;serious
10/01/2020;food;milk and milk products;glass, soft cheese;glass fragments;unknown origin country;serious
10/11/2022;food;cereals and bakery products;glass, canned corn;glass fragments, foreign body;hungary;serious
unknown date;food;prepared dishes and snacks;glass;glass fragments, foreign body;ukraine;serious
14/01/2022;food;fruits and vegetables;glass, fruit;glass fragments, foreign body;denmark;serious
02/11/2021;food;fruits and vegetables;glass, green olives;glass fragments, foreign body;spain;serious
28/06/2021;food;soups, broths, sauces and condiments;glass;glass fragments, foreign body;belgium;serious
21/02/2014;food;fruits and vegetables;canned chickpeas;glass fragments,pieces of wood;spain;serious
03/03/2020;food;fruits and vegetables;frozen sliced savoy cabbage;glass fragments,plastic fragments;belgium;serious
20/10/2017;food;prepared dishes and snacks;pizza;glass fragments,plastic fragments;germany;serious
10/04/2014;food;nuts, nut products and seeds;honey roasted sunflower and pumpkin seeds;glass fragments,stones;bulgaria,netherlands;serious
07/04/2014;food;nuts, nut products and seeds;shelled sunflower kernels;glass fragments,stones;bulgaria,netherlands;serious
23/12/2020;food;soups, broths, sauces and condiments;seasoned tomato puree in glass jar;glass particles;netherlands;serious
23/11/2020;food;fruits and vegetables;pickled vegetables in glass jar;glass particles;hungary;serious
26/03/2020;food;herbs and spices;various spices in glass jars;glass particles;netherlands;serious
17/03/2020;food;soups, broths, sauces and condiments;ajvar (red pepper relish);glass particles;republic of north macedonia;serious
18/02/2020;food;non-alcoholic beverages;cola-flavoured carbonated drink;glass particles;austria,greece,italy;serious
18/06/2018;food;prepared dishes and snacks;shrimp chicken nems;glass particles;france;serious
21/08/2017;food;ices and desserts;stracciatella ice cream;glass particles;france;serious
08/04/2015;food;cereals and bakery products;spelt flour;glass particles;belgium;serious
27/10/2014;food;fruits and vegetables;pitted sugared sour cherries;glass particles;hungary;serious
26/01/2022;food;other food product / mixed;glass;glass particles;poland;serious
23/12/2020;food;soups, broths, sauces and condiments;glass, seasoned tomato puree in glass jar;glass particles;netherlands;serious
23/11/2020;food;fruits and vegetables;glass, pickled vegetables;glass particles;lithuania;serious
unknown date;food;herbs and spices;glass, various spices in glass jars;glass particles;netherlands;serious
27/09/2013;food;dietetic foods, food supplements, fortified foods;low calory sweetener for diabetic people;glucose undeclared,lactose undeclared,maltose undeclared;iran;serious
19/11/2020;food;meat and meat products (other than poultry);kebab;gluten undeclared;germany;serious
16/11/2020;food;ices and desserts;caramel coconut flavoured ice cream;gluten undeclared;germany;serious
30/10/2020;food;cereals and bakery products;caramel flavoured chocolate pastries;gluten undeclared;netherlands;serious
15/10/2020;food;other food product / mixed;frozen organic mung bean nuggets;gluten undeclared;sweden;serious
29/09/2020;food;meat and meat products (other than poultry);chilled sliced meat loaf with leeks;gluten undeclared;belgium;serious
03/07/2020;food;confectionery;gluten-free sugar sprinkles;gluten undeclared;china;serious
12/03/2020;food;prepared dishes and snacks;baby food;gluten undeclared;france;serious
16/01/2020;food;ices and desserts;ice cream;gluten undeclared;czech republic;serious
28/11/2019;food;soups, broths, sauces and condiments;bolognaise sauce;gluten undeclared;belgium;serious
21/11/2019;food;ices and desserts;vegan chocolate and coconut milk ice cream;gluten undeclared;netherlands;serious
15/11/2019;food;confectionery;organic brown coconut sugar;gluten undeclared;indonesia;serious
07/10/2019;food;meat and meat products (other than poultry);chilled burgers;gluten undeclared;denmark;serious
10/09/2019;food;poultry meat and poultry meat products;steamed and smoked chicken;gluten undeclared;france;serious
31/07/2019;food;cereals and bakery products;pastries;gluten undeclared;france;serious
16/07/2019;food;cereals and bakery products;brown linseed;gluten undeclared;luxembourg;serious
11/04/2019;food;dietetic foods, food supplements, fortified foods;food supplement;gluten undeclared;united kingdom;serious
25/03/2019;food;alcoholic beverages;beer;gluten undeclared;united kingdom;serious
18/12/2018;food;ices and desserts;vanilla and chocolate ice cream dessert covered with chocolate and cereals;gluten undeclared;italy;serious
14/11/2018;food;poultry meat and poultry meat products;frozen chicken steaks;gluten undeclared;belgium;serious
14/11/2018;food;cereals and bakery products;cannoli;gluten undeclared;italy;serious
24/10/2018;food;prepared dishes and snacks;frozen mashed potatoes mistakenly mixed with potato croquettes;gluten undeclared;belgium;serious
20/08/2018;food;herbs and spices;spice mixture ras el hanout;gluten undeclared;spain;serious
16/08/2018;food;herbs and spices;spice mix ras el hanout;gluten undeclared;spain;serious
24/07/2018;food;other food product / mixed;easter egg's paint;gluten undeclared;germany;not serious
19/07/2018;food;dietetic foods, food supplements, fortified foods;organic gluten-free baby food;gluten undeclared;germany,italy;serious
05/06/2018;food;dietetic foods, food supplements, fortified foods;organic chocolate-flavoured protein powder;gluten undeclared;united states;serious
30/11/2017;food;herbs and spices;organic curry powder;gluten undeclared;spain;serious
22/11/2017;food;other food product / mixed;organic cocoa mint protein raw-food fruitbar;gluten undeclared;germany;serious
27/10/2017;food;soups, broths, sauces and condiments;gluten-free organic sweet salsa;gluten undeclared;netherlands;serious
09/10/2017;food;cereals and bakery products;spicy mixture;gluten undeclared;india;not serious
27/09/2017;food;milk and milk products;yoghurt;gluten undeclared;italy;serious
31/08/2016;food;meat and meat products (other than poultry);chilled mushroom pate;gluten undeclared;poland;not serious
09/08/2016;food;meat and meat products (other than poultry);dry sausage;gluten undeclared;hungary;not serious
09/02/2016;food;herbs and spices;spiced red pepper powder;gluten undeclared;serbia;serious
09/12/2015;food;confectionery;gluten-free chocolate nougat;gluten undeclared;italy;serious
24/11/2015;food;confectionery;licorice sweets;gluten undeclared;belgium;serious
28/10/2015;food;cereals and bakery products;prawn crackers;gluten undeclared;indonesia;serious
13/10/2015;food;prepared dishes and snacks;shrimp snacks;gluten undeclared;indonesia,netherlands;serious
26/06/2015;food;other food product / mixed;crispy fried onions;gluten undeclared;netherlands;serious
28/05/2015;food;cereals and bakery products;gluten-free rice and buckwheat crispbreads;gluten undeclared;czech republic;serious
20/05/2015;food;fruits and vegetables;frozen grilled vegetables in marinade;gluten undeclared;belgium;serious
11/05/2015;food;prepared dishes and snacks;gluten-free crisps;gluten undeclared;ireland;serious
02/04/2015;food;cereals and bakery products;rice;gluten undeclared;poland;serious
12/02/2015;food;cocoa and cocoa preparations, coffee and tea;gluten-free milk chocolate bar;gluten undeclared;italy;serious
23/12/2014;food;cereals and bakery products;dried egg noodles;gluten undeclared;vietnam;serious
19/12/2014;food;fruits and vegetables;lentils;gluten undeclared;netherlands;serious
02/12/2014;food;cereals and bakery products;corn snacks;gluten undeclared;poland;not serious
14/11/2014;food;meat and meat products (other than poultry);frozen chicken and chorizo kebabs;gluten undeclared;united kingdom;serious
03/11/2014;food;cereals and bakery products;corn flour;gluten undeclared;poland;serious
26/09/2014;food;cereals and bakery products;gluten-free granola with flaxseeds;gluten undeclared;czech republic;serious
18/07/2014;food;alcoholic beverages;gluten free beer;gluten undeclared;germany;serious
23/06/2014;food;cereals and bakery products;gluten free corn flour;gluten undeclared;italy;serious
28/05/2014;food;cereals and bakery products;rice and corn snack with cheddar flavour;gluten undeclared;czech republic;serious
30/04/2014;food;cereals and bakery products;cornmeal;gluten undeclared;poland;not serious
28/03/2014;food;cereals and bakery products;gluten free maize;gluten undeclared;italy;serious
20/03/2014;food;cereals and bakery products;cornmeal;gluten undeclared;poland;not serious
17/03/2014;food;dietetic foods, food supplements, fortified foods;glutenfree organic sweet lupin flour;gluten undeclared;germany;serious
19/12/2013;food;confectionery;coconut bar;gluten undeclared;hungary;not serious
13/12/2013;food;cereals and bakery products;gluten-free buckwheat bread and bakery products;gluten undeclared;germany;serious
04/12/2013;food;cereals and bakery products;buckwheat flour;gluten undeclared;bosnia and herzegovina;serious
13/11/2013;food;cereals and bakery products;buckwheat flour;gluten undeclared;bosnia and herzegovina;serious
16/09/2013;food;cereals and bakery products;corn flakes;gluten undeclared;austria;serious
30/04/2013;food;prepared dishes and snacks;corn crisps with onion flavour;gluten undeclared;unknown origin country;not serious
07/02/2013;food;cereals and bakery products;"soya products ""gluten-free""";gluten undeclared;estonia;serious
29/11/2012;food;cereals and bakery products;corn flour;gluten undeclared;poland;serious
24/10/2012;food;prepared dishes and snacks;frozen potatoes;gluten undeclared;netherlands;serious
31/08/2012;food;prepared dishes and snacks;potato chips;gluten undeclared;germany;serious
28/08/2012;food;meat and meat products (other than poultry);corned beef;gluten undeclared;poland;not serious
23/12/2022;food;fats and oils;margarine, gluten;gluten undeclared;finland;serious
04/05/2021;food;herbs and spices;madras curry, gluten;gluten undeclared;spain;not serious
15/10/2020;food;other food product / mixed;frozen organic mung bean nuggets, sweden, gluten;gluten undeclared;sweden;serious
01/12/2020;food;prepared dishes and snacks;baby food, gluten;gluten undeclared;unknown origin country;serious
13/12/2019;food;cereals and bakery products;fine bakery;gluten undeclared,glycidyl esters;turkey;serious
29/01/2016;food;dietetic foods, food supplements, fortified foods;rice cream for infants;gluten undeclared,incorrect labelling;italy;serious
28/09/2015;food;soups, broths, sauces and condiments;basil pesto sauce;gluten undeclared,insufficient labelling,milk ingredient undeclared;italy;serious
28/03/2019;food;cereals and bakery products;sugar loaf;gluten undeclared,insufficient labelling,sesame undeclared;netherlands;serious
07/07/2015;food;ices and desserts;ice cream;gluten undeclared,lactose undeclared,nuts undeclared,soya undeclared;germany;serious
18/11/2019;food;cereals and bakery products;hot dog buns;gluten undeclared,milk ingredient undeclared;france;serious
09/10/2017;food;other food product / mixed;granola and fruits mixes;gluten undeclared,milk ingredient undeclared;united states;serious
07/12/2015;food;confectionery;liquorice sweets;gluten undeclared,milk ingredient undeclared;sweden;serious
11/03/2019;food;prepared dishes and snacks;noodles with beef and soy sauce incorrectly packaged as noodles with shrimps and curry;gluten undeclared,mustard undeclared,sesame oil undeclared,soya undeclared;netherlands;serious
02/05/2014;food;confectionery;flavoured cereal bars;gluten undeclared,peanut undeclared;united kingdom;serious
28/11/2019;food;prepared dishes and snacks;frozen chicken tikka masala;gluten undeclared,sesame undeclared,soya undeclared;thailand;serious
25/06/2018;food;prepared dishes and snacks;ready to eat pasta salad with chicken meat;gluten undeclared,soya undeclared;belgium;serious
16/08/2017;food;nuts, nut products and seeds;walnut and coated pumpkin seed mix;gluten undeclared,soya undeclared;netherlands;serious
04/05/2017;food;confectionery;incorrectly packaged candies;gluten undeclared,soya undeclared;netherlands;serious
09/05/2018;food;cereals and bakery products;rice flour cake mix;gluten undeclared,sulphite undeclared;vietnam;serious
05/03/2019;food;prepared dishes and snacks;chilled bami goreng;gluten undeclared,wheat undeclared;belgium,netherlands;serious
27/07/2017;food;cereals and bakery products;spiced maize;gluten undeclared,wheat undeclared;turkey;serious
26/06/2017;food;prepared dishes and snacks;chilled falafel;gluten undeclared,wheat undeclared;netherlands;serious
29/12/2020;food;fats and oils;palm oil;glycidyl esters;malaysia;serious
16/12/2020;food;fats and oils;vegetable oil;glycidyl esters;turkey;serious
24/11/2020;food;fats and oils;vegetable ghee;glycidyl esters;syria;serious
03/09/2020;food;fats and oils;rice oil;glycidyl esters;india;serious
26/08/2020;food;fats and oils;vegetable ghee;glycidyl esters;united arab emirates;serious
18/08/2020;food;other food product / mixed;pistachio-almond cookies;glycidyl esters;india,oman;serious
17/07/2020;food;cereals and bakery products;rice oil;glycidyl esters;thailand;serious
17/07/2020;food;cereals and bakery products;biscuits filled with lemon-flavoured cream;glycidyl esters;sri lanka;serious
30/06/2020;food;fats and oils;vegetable ghee;glycidyl esters;united arab emirates;serious
22/04/2020;food;cereals and bakery products;strawberry cake;glycidyl esters;taiwan;serious
17/01/2020;food;confectionery;biscuits;glycidyl esters;russia;serious
10/01/2020;food;fats and oils;vegetable fat;glycidyl esters;turkey;serious
24/12/2019;food;fats and oils;rice bran oil;glycidyl esters;india;serious
02/12/2019;food;confectionery;cookies;glycidyl esters;turkey;serious
28/10/2019;food;fats and oils;vegetable fat;glycidyl esters;united arab emirates;serious
08/10/2019;food;fats and oils;vegetable ghee;glycidyl esters;turkey;serious
18/04/2019;food;fats and oils;vegetable margarine;glycidyl esters;cyprus;serious
10/09/2018;food;fats and oils;vegetable oil;glycidyl esters;netherlands;serious
29/08/2018;food;fats and oils;vegetable oil blend;glycidyl esters;netherlands;serious
