DATE CASE;TYPE;PRODUCT CATEGORY;PRODUCT;HAZARD;ORIGIN COUNTRY;RISK DECISION
18/05/2022;food;dietetic foods, food supplements, fortified foods;food supplements;1,3 dimethylamylamin (dmaa);unknown origin country;serious
23/02/2022;food;dietetic foods, food supplements, fortified foods;food supplements;1,3 dimethylamylamin (dmaa);unknown origin country;serious
02/06/2021;food;dietetic foods, food supplements, fortified foods;food supplements;1,3 dimethylamylamin (dmaa);unknown origin country;serious
03/07/2020;food;dietetic foods, food supplements, fortified foods;food supplement;1,3 dimethylamylamin (dmaa);poland;serious
12/02/2020;food;dietetic foods, food supplements, fortified foods;food supplements;1,3 dimethylamylamin (dmaa);unknown origin country;serious
28/12/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
23/12/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
26/11/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
23/11/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);india;serious
17/11/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
29/10/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
23/10/2020;food;dietetic foods, food supplements, fortified foods;dnp 2,4 dinitrophenol;2,4-dinitrophenol (dnp);china;serious
16/10/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
06/10/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
24/06/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
22/06/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);turkey;serious
13/05/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);canada;serious
30/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
29/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
29/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
28/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
21/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
20/04/2020;food;dietetic foods, food supplements, fortified foods;dnp powder;2,4-dinitrophenol (dnp);china;serious
15/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);south korea;serious
14/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);panama;serious
10/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
09/04/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
14/02/2020;food;dietetic foods, food supplements, fortified foods;dnp capsules;2,4-dinitrophenol (dnp);unknown origin country;serious
14/01/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
09/01/2020;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);turkey;serious
17/12/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);india,saudi arabia;serious
21/11/2019;food;dietetic foods, food supplements, fortified foods;dnp 2,4 dinitrophenol;2,4-dinitrophenol (dnp);china;serious
20/11/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);turkey;serious
13/11/2019;food;dietetic foods, food supplements, fortified foods;dnp 2,4 dinitrophenol;2,4-dinitrophenol (dnp);united states;serious
06/11/2019;food;dietetic foods, food supplements, fortified foods;dnp 2,4 dinitrophenol;2,4-dinitrophenol (dnp);united states;serious
23/10/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);south korea;serious
23/10/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
18/10/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);malaysia;serious
16/10/2019;food;dietetic foods, food supplements, fortified foods;dnp 2,4 dinitrophenol;2,4-dinitrophenol (dnp);united states;serious
15/10/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);australia;serious
14/10/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);australia;serious
14/10/2019;food;dietetic foods, food supplements, fortified foods;dnp 2,4 dinitrophenol;2,4-dinitrophenol (dnp);australia;serious
11/10/2019;food;dietetic foods, food supplements, fortified foods;dnp capsules;2,4-dinitrophenol (dnp);australia;serious
07/10/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
07/10/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);india;serious
04/10/2019;food;dietetic foods, food supplements, fortified foods;food supplement;2,4-dinitrophenol (dnp);united states;serious
28/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);india;serious
28/02/2019;food;dietetic foods, food supplements, fortified foods;dnp (2,4-dinitrophenol);2,4-dinitrophenol (dnp);china;serious
28/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
28/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
27/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);turkey;serious
26/02/2019;food;dietetic foods, food supplements, fortified foods;dnp (2,4-dinitrophenol);2,4-dinitrophenol (dnp);canada;serious
26/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
22/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
22/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
22/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
14/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
05/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
04/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
01/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);czech republic;serious
01/02/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);netherlands;serious
31/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);russia;serious
30/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
29/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);russia;serious
24/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);hong kong;serious
24/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);hong kong;serious
24/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
23/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
22/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
18/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);hong kong;serious
18/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
18/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
18/01/2019;food;dietetic foods, food supplements, fortified foods;2,4-dinitrophenol (dnp);2,4-dinitrophenol (dnp);china;serious
18/01/2019;food;dietetic foods, food supplements, fortified foods;dnp (2,4-dinitrophenol);2,4-dinitrophenol (dnp);china;serious
16/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
15/01/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
07/01/2019;food;dietetic foods, food supplements, fortified foods;dnp (2,4-dinitrophenol);2,4-dinitrophenol (dnp);unknown origin country;serious
06/12/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);australia;serious
05/12/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
26/11/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
07/11/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
06/11/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);malaysia;serious
06/11/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);malaysia;serious
02/11/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
02/11/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
19/10/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
03/10/2018;food;dietetic foods, food supplements, fortified foods;food supplement;2,4-dinitrophenol (dnp);united states;serious
21/09/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);china;serious
17/09/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
14/09/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
06/09/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
06/08/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);russia;serious
27/07/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
26/07/2018;food;dietetic foods, food supplements, fortified foods;dnp capsules;2,4-dinitrophenol (dnp);turkey;serious
24/07/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);turkey;serious
26/06/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);malaysia;serious
25/06/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);turkey;serious
22/06/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
20/06/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);russia;serious
20/06/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
20/06/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);unknown origin country;serious
19/06/2018;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp);united states;serious
19/04/2018;food;dietetic foods, food supplements, fortified foods;food supplement;2,4-dinitrophenol (dnp);united states;serious
13/03/2018;food;dietetic foods, food supplements, fortified foods;food supplement;2,4-dinitrophenol (dnp);china;serious
11/01/2018;food;dietetic foods, food supplements, fortified foods;fat burner;2,4-dinitrophenol (dnp);russia;serious
30/10/2017;food;dietetic foods, food supplements, fortified foods;food supplement;2,4-dinitrophenol (dnp);unknown origin country;serious
20/05/2015;food;dietetic foods, food supplements, fortified foods;food supplement;2,4-dinitrophenol (dnp);united states;serious
04/11/2014;food;fruits and vegetables;lentils;2,4-dinitrophenol (dnp);united states;not serious
14/03/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp),offered online for sale;united states;serious
14/03/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp),offered online for sale;china;serious
13/03/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp),offered online for sale;china;serious
08/03/2019;food;dietetic foods, food supplements, fortified foods;dnp;2,4-dinitrophenol (dnp),offered online for sale;china;serious
11/12/2020;food;cereals and bakery products;breadsticks;2-chloroethanol;bosnia and herzegovina;serious
09/12/2020;food;fats and oils;organic sesame oil;2-chloroethanol;italy;serious
18/12/2020;food;nuts, nut products and seeds;black sesame seeds;2-chloroethanol,unauthorised substance ethylene oxide;india;serious
11/12/2020;food;soups, broths, sauces and condiments;sesame dressing;2-chloroethanol,unauthorised substance ethylene oxide;germany;serious
24/06/2015;food;alcoholic beverages;spirits;2-methyl-2-propanol (tert-butanol);france;not serious
08/02/2017;food;alcoholic beverages;counterfeit vodka;2-methyl-2-propanol (tert-butanol),isopropanol;czech republic,latvia;serious
11/10/2021;food;dietetic foods, food supplements, fortified foods;2;3-monochlor-1, 2, glycidyl esters;netherlands;serious
31/08/2022;food;cereals and bakery products;cookies, chocolate, 2;3-monochlor-1,2-propanediol;united states;serious
03/02/2020;fcm;food contact materials;paper straws;3-monochlor-1,2-propanediol (3-mcpd);united kingdom;not serious
28/09/2018;food;soups, broths, sauces and condiments;soy sauce;3-monochlor-1,2-propanediol (3-mcpd);philippines;not serious
20/09/2018;food;soups, broths, sauces and condiments;soy sauce;3-monochlor-1,2-propanediol (3-mcpd);philippines;not serious
26/09/2017;food;soups, broths, sauces and condiments;soy sauce;3-monochlor-1,2-propanediol (3-mcpd);philippines;not serious
26/09/2017;food;soups, broths, sauces and condiments;soy sauce;3-monochlor-1,2-propanediol (3-mcpd);philippines;not serious
29/08/2017;fcm;food contact materials;paper baking molds;3-monochlor-1,2-propanediol (3-mcpd);china;not serious
30/05/2017;food;dietetic foods, food supplements, fortified foods;infant formula;3-monochlor-1,2-propanediol (3-mcpd);france;serious
30/05/2017;food;dietetic foods, food supplements, fortified foods;infant formula;3-monochlor-1,2-propanediol (3-mcpd);germany;serious
07/12/2016;food;soups, broths, sauces and condiments;soy sauce;3-monochlor-1,2-propanediol (3-mcpd);thailand;not serious
19/01/2016;food;soups, broths, sauces and condiments;soy sauce;3-monochlor-1,2-propanediol (3-mcpd);philippines;not serious
23/07/2015;food;food additives and flavourings;pharma glycerine;3-monochlor-1,2-propanediol (3-mcpd);netherlands;not serious
16/06/2015;food;soups, broths, sauces and condiments;soy sauce;3-monochlor-1,2-propanediol (3-mcpd);philippines;not serious
10/06/2014;food;soups, broths, sauces and condiments;soy sauce;3-monochlor-1,2-propanediol (3-mcpd);thailand;not serious
14/09/2020;food;cereals and bakery products;waffle cakes;3-monochlor-1,2-propanediol (3-mcpd),glycidyl esters;russia;serious
02/09/2020;food;other food product / mixed;cookies;3-monochlor-1,2-propanediol (3-mcpd),glycidyl esters;israel;serious
19/08/2020;food;other food product / mixed;cashew cookies;3-monochlor-1,2-propanediol (3-mcpd),glycidyl esters;oman;serious
30/04/2020;food;fats and oils;rice oil;3-monochlor-1,2-propanediol (3-mcpd),glycidyl esters;italy;serious
11/12/2017;food;fats and oils;palm oil;3-monochlor-1,2-propanediol (3-mcpd),glycidyl esters;germany;serious
12/08/2020;food;other food product / mixed;chocolate chip cookies;3-monochlor-1,2-propanediol (3-mcpd),glycidyl esters,high content of acrylamide;india;serious
03/12/2020;food;cereals and bakery products;cookies;3-monochlor-1,2-propanediol (3-mcpd),glycidyl esters,peanut undeclared;iran;serious
25/10/2018;food;meat and meat products (other than poultry);corned beef;abamectin unauthorised;brazil;not serious
12/03/2013;food;fruits and vegetables;baby pak choy;abamectin,acetamiprid,pyridaben,unauthorised substance dithiocarbamates;hong kong;not serious
25/10/2018;food;fish and fish products;frozen fish fingers;abnormal colour;germany;not serious
06/08/2018;food;fish and fish products;frozen cuttlefish;abnormal colour,abnormal smell;india;not serious
16/01/2013;food;fruits and vegetables;raisins;abnormal colour,excrements of insects;iran;not serious
05/02/2019;food;cereals and bakery products;biscuits and crackers;abnormal smell;ukraine;not serious
25/04/2018;food;cereals and bakery products;parboiled rice;abnormal smell;myanmar;not serious
22/02/2017;food;cephalopods and products thereof;frozen indian cleaned squid tubes and tentacles (loligo duvauceli);abnormal smell;pakistan;not serious
09/12/2016;fcm;food contact materials;empty bottles for ketchup;abnormal smell;bosnia and herzegovina;not serious
01/12/2016;food;fish and fish products;frozen whole horse mackerel (trachurus spp);abnormal smell;mauritania;not serious
11/05/2016;food;nuts, nut products and seeds;coconut milk;abnormal smell;sri lanka;not serious
22/10/2015;fcm;food contact materials;flower shaped printed-cake forms;abnormal smell;china;not serious
25/10/2013;food;fish and fish products;canned sprats;abnormal smell;czech republic,latvia;not serious
19/11/2012;food;nuts, nut products and seeds;groundnuts;abnormal smell;argentina;not serious
16/10/2012;food;crustaceans and products thereof;frozen shrimps (parapenaeus longirostris);abnormal smell;tunisia;not serious
04/09/2012;food;ices and desserts;pickled baby corn;abnormal smell;china;not serious
08/06/2022;food;fish and products thereof;meat, crab;abnormal smell;indonesia;not serious
17/10/2017;food;cereals and bakery products;biscuits;abnormal smell,adverse reaction suspected;belgium;not serious
23/12/2016;food;cereals and bakery products;mafaldine pasta with eggs;abnormal smell,contaminated with aromatic hydrocarbons;italy;serious
02/12/2014;food;fruits and vegetables;dried figs;abnormal smell,dead insects;turkey;not serious
01/12/2014;food;fruits and vegetables;dried figs;abnormal smell,dead insects;turkey;not serious
10/11/2015;food;herbs and spices;black pepper husk;abnormal smell,dead insects,dead mites;india;not serious
26/11/2012;food;nuts, nut products and seeds;sunflower seeds;abnormal smell,infested with insects;ukraine;not serious
07/11/2012;food;nuts, nut products and seeds;mustard seeds;abnormal smell,infested with mites;ukraine;not serious
10/04/2014;feed;feed materials;sunflower meal;abnormal smell,infested with moulds;ukraine;not serious
27/11/2013;feed;feed materials;beet pulp;abnormal smell,infested with moulds;ukraine;not serious
31/10/2013;food;confectionery;biscuits;abnormal smell,infested with moulds;poland;not serious
27/05/2013;fcm;food contact materials;nylon slotted spoon;abnormal smell,migration of colour;germany;not serious
19/12/2017;food;crustaceans and products thereof;frozen whiteleg shrimps (litopenaeus vannamei);abnormal smell,poor temperature control - rupture of the cold chain -;india;not serious
12/03/2019;food;bivalve molluscs and products thereof;of frozen cooked mussel meat;abnormal smell,spoilage;chile;not serious
04/01/2018;food;cephalopods and products thereof;frozen squid tubes (illex argentinus);abnormal smell,spoilage;spain;not serious
04/04/2016;food;bivalve molluscs and products thereof;frozen clams (veneridae);abnormal smell,spoilage;chile;not serious
29/02/2016;food;cephalopods and products thereof;frozen octopus (octopus vulgaris);abnormal smell,spoilage;morocco;not serious
30/12/2014;food;fish and fish products;frozen mackerel (scomber scombrus);abnormal smell,spoilage;czech republic,germany;not serious
06/10/2014;food;nuts, nut products and seeds;desiccated coconut;abnormal smell,sulphite undeclared;malaysia,romania;serious
15/10/2019;food;poultry meat and poultry meat products;chilled chicken breast fillets;abnormal smell,unsuitable organoleptic characteristics;lithuania;not serious
05/02/2013;food;meat and meat products (other than poultry);salted sheep casings;abnormal smell,unsuitable organoleptic characteristics;pakistan;not serious
30/10/2020;food;herbs and spices;nutmeg;absence of certified analytical report;indonesia,singapore;not serious
10/02/2020;food;herbs and spices;chilli powder;absence of certified analytical report;india;not serious
07/02/2020;food;nuts, nut products and seeds;black sesame seeds;absence of certified analytical report;india;not serious
06/02/2020;food;herbs and spices;chilli powder;absence of certified analytical report;india;not serious
21/11/2019;food;fruits and vegetables;dried figs;absence of certified analytical report;turkey;not serious
09/09/2019;food;nuts, nut products and seeds;dry roasted peanuts;absence of certified analytical report;india;not serious
19/07/2019;fcm;food contact materials;stainless steel and nylon pliers;absence of certified analytical report;china;not serious
26/01/2018;fcm;food contact materials;food clip;absence of certified analytical report;china;not serious
04/01/2018;food;cereals and bakery products;rice vermicelli;absence of certified analytical report;china;not serious
02/01/2018;food;nuts, nut products and seeds;milk chocolate covered hazelnuts;absence of certified analytical report;turkey;not serious
02/01/2018;food;nuts, nut products and seeds;milk chocolate coated pistachio dragee;absence of certified analytical report;turkey;not serious
16/06/2017;food;fruits and vegetables;fig preserves;absence of certified analytical report;turkey;not serious
16/11/2015;food;nuts, nut products and seeds;sesame sauce;absence of certified analytical report;china;not serious
17/04/2015;food;nuts, nut products and seeds;groundnuts;absence of certified analytical report;ghana;serious
02/04/2015;fcm;food contact materials;melamine kitchenware;absence of certified analytical report;china;not serious
06/02/2015;fcm;food contact materials;melamine kitchenware;absence of certified analytical report;hong kong;not serious
13/05/2014;food;other food product / mixed;fig jam;absence of certified analytical report;turkey;not serious
15/04/2014;food;nuts, nut products and seeds;shelled peanuts;absence of certified analytical report;china;not serious
05/03/2014;food;fruits and vegetables;curry leaves;absence of certified analytical report;india;not serious
16/12/2013;food;nuts, nut products and seeds;almond butter and chocolate almond butter;absence of certified analytical report;united states;not serious
16/12/2013;food;fruits and vegetables;dried figs;absence of certified analytical report;turkey;not serious
14/08/2013;food;cereals and bakery products;rice noodles;absence of certified analytical report;china;not serious
10/02/2020;food;herbs and spices;unknown products;absence of certified analytical report;unknown origin country;not serious
09/07/2020;food;fruits and vegetables;whole fig preserves;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);turkey;not serious
08/07/2020;food;fruits and vegetables;whole fig and walnut preserves;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);turkey;not serious
03/01/2018;food;nuts, nut products and seeds;salted and roasted pistachios;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
03/01/2018;food;nuts, nut products and seeds;salted and roasted pistachios;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
15/03/2017;food;nuts, nut products and seeds;pistachio nougat;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
14/03/2017;food;nuts, nut products and seeds;pistachio nougat;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
10/03/2017;food;nuts, nut products and seeds;pistachio confectionery;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
09/03/2017;food;nuts, nut products and seeds;pistachio pastry;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
09/03/2017;food;nuts, nut products and seeds;pistachio biscuits;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
09/03/2017;food;nuts, nut products and seeds;pistachio confectionery;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
09/03/2017;food;nuts, nut products and seeds;pistachio filled pastries;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
09/03/2017;food;nuts, nut products and seeds;nougat with pistachios;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
09/03/2017;food;nuts, nut products and seeds;pistachio confectionery;absence of certified analytical report,absence of common health entry document (ched),absence of health certificate(s);iran;not serious
17/12/2018;fcm;food contact materials;kitchen utensils;absence of certified analytical report,absence of declaration of compliance;turkey;not serious
13/10/2017;fcm;food contact materials;melamine chopsticks;absence of certified analytical report,absence of declaration of compliance;china;not serious
10/09/2020;food;nuts, nut products and seeds;peanut candies;absence of certified analytical report,absence of health certificate(s);india;not serious
21/04/2020;food;fruits and vegetables;betel leaves;absence of certified analytical report,absence of health certificate(s);india;not serious
04/03/2020;food;nuts, nut products and seeds;sesame and groundnut crisps;absence of certified analytical report,absence of health certificate(s);china;not serious
26/11/2019;food;nuts, nut products and seeds;nuts and raisins mix;absence of certified analytical report,absence of health certificate(s);turkey;not serious
26/11/2019;food;nuts, nut products and seeds;mixed nuts;absence of certified analytical report,absence of health certificate(s);turkey;not serious
21/11/2019;food;cereals and bakery products;rice noodles;absence of certified analytical report,absence of health certificate(s);china;not serious
13/11/2019;food;nuts, nut products and seeds;organic hulled sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
31/10/2019;food;nuts, nut products and seeds;peanut butter;absence of certified analytical report,absence of health certificate(s);united arab emirates;not serious
01/08/2019;food;nuts, nut products and seeds;fig composite products;absence of certified analytical report,absence of health certificate(s);turkey;not serious
31/07/2019;food;nuts, nut products and seeds;pistachio products;absence of certified analytical report,absence of health certificate(s);turkey;not serious
05/07/2019;food;herbs and spices;nutmeg;absence of certified analytical report,absence of health certificate(s);indonesia;not serious
27/06/2019;food;herbs and spices;spices mix;absence of certified analytical report,absence of health certificate(s);ethiopia;not serious
09/05/2019;food;nuts, nut products and seeds;sesame seeds;absence of certified analytical report,absence of health certificate(s);india;serious
08/05/2019;food;nuts, nut products and seeds;blanched peanuts;absence of certified analytical report,absence of health certificate(s);china;not serious
10/04/2019;food;confectionery;fig marmalade;absence of certified analytical report,absence of health certificate(s);turkey;not serious
03/04/2019;food;nuts, nut products and seeds;peanuts;absence of certified analytical report,absence of health certificate(s);china;not serious
10/01/2019;food;other food product / mixed;rice cakes;absence of certified analytical report,absence of health certificate(s);china;not serious
14/09/2018;food;herbs and spices;indian spices mix,nutmeg and dried whole red chillies;absence of certified analytical report,absence of health certificate(s);india;not serious
12/09/2018;food;nuts, nut products and seeds;black sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
30/08/2018;food;nuts, nut products and seeds;white sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
10/08/2018;food;herbs and spices;masala;absence of certified analytical report,absence of health certificate(s);india;not serious
15/02/2018;food;herbs and spices;nutmeg;absence of certified analytical report,absence of health certificate(s);india;not serious
27/12/2017;food;nuts, nut products and seeds;milk chocolate coated pistachio dragees;absence of certified analytical report,absence of health certificate(s);turkey;not serious
27/12/2017;food;nuts, nut products and seeds;milk chocolate coated hazelnut dragees;absence of certified analytical report,absence of health certificate(s);turkey;not serious
22/11/2017;food;confectionery;fig bars;absence of certified analytical report,absence of health certificate(s);turkey;not serious
21/11/2017;food;nuts, nut products and seeds;peanuts and peanut butter;absence of certified analytical report,absence of health certificate(s);china;not serious
21/11/2017;food;cereals and bakery products;rice noodles;absence of certified analytical report,absence of health certificate(s);china;not serious
31/10/2017;food;nuts, nut products and seeds;hulled sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
23/10/2017;food;herbs and spices;chilli powder;absence of certified analytical report,absence of health certificate(s);india;not serious
12/09/2017;food;nuts, nut products and seeds;melon seeds;absence of certified analytical report,absence of health certificate(s);nigeria;not serious
07/09/2017;food;nuts, nut products and seeds;sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
07/09/2017;food;herbs and spices;nutmegs;absence of certified analytical report,absence of health certificate(s);india;not serious
28/08/2017;food;soups, broths, sauces and condiments;sauce containing 28% of chilli;absence of certified analytical report,absence of health certificate(s);india;not serious
28/08/2017;food;soups, broths, sauces and condiments;sauce containing more than 20% of chilli;absence of certified analytical report,absence of health certificate(s);india;not serious
04/08/2017;food;nuts, nut products and seeds;sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
04/08/2017;food;herbs and spices;chilli powder and masala;absence of certified analytical report,absence of health certificate(s);india;not serious
30/06/2017;food;herbs and spices;masala sambar powder & chilli chutney powder;absence of certified analytical report,absence of health certificate(s);india;not serious
27/06/2017;food;herbs and spices;red chilli powder;absence of certified analytical report,absence of health certificate(s);india;not serious
27/06/2017;food;herbs and spices;red chilli powder;absence of certified analytical report,absence of health certificate(s);india;not serious
20/06/2017;food;herbs and spices;chilli powder in pickle masala;absence of certified analytical report,absence of health certificate(s);india;not serious
19/06/2017;food;nuts, nut products and seeds;sesame seeds;absence of certified analytical report,absence of health certificate(s);india;not serious
